Ward,SchoolID,DeptID,SchoolShortName,SchoolLongName,GradeCat,CPSPositions,CTUMembers,CTUNetwork,Address,City,State,Zip
27,609797,22211,BEIDLER,Jacob Beidler Elementary School,ES,42,33,05A,3151 W WALNUT ST,Chicago,Illinois,60612
27,609812,22351,BROWN W,William H Brown Elementary School,ES,48,27,06A,54 N HERMITAGE AVE,Chicago,Illinois,60612
27,610534,22591,SKINNER NORTH,Skinner North,ES,42,37,04B,640 W SCOTT ST,Chicago,Illinois,60610
27,610048,24311,MANIERRE,George Manierre Elementary School,ES,46,32,04B,1420 N HUDSON AVE,Chicago,Illinois,60610
27,610529,24731,OGDEN HS,Ogden International High School,HS,173,137,015,1250 W ERIE ST,Chicago,Illinois,60642
27,610133,24991,WARD L,Laura S Ward Elementary School,ES,54,35,05A,646 N LAWNDALE AVE,Chicago,Illinois,60624
27,610251,26021,CATHER,Willa Cather Elementary School,ES,63,34,05A,2908 W WASHINGTON BLVD,Chicago,Illinois,60612
27,610252,26031,DETT,Robert Nathaniel Dett Elementary School,ES,65,35,06A,2131 W MONROE ST,Chicago,Illinois,60612
27,610257,26091,MORTON,Morton School of Excellence,ES,40,27,AUSL-W,431 N TROY ST,Chicago,Illinois,60612
27,610405,26881,SUDER,Suder Montessori Magnet ES,ES,68,42,06A,2022 W WASHINGTON BLVD,Chicago,Illinois,60612
27,610177,29281,SKINNER,Mark Skinner Elementary School,ES,98,79,06B,1260 W ADAMS ST,Chicago,Illinois,60607
27,609783,30011,JEFFERSON HS,Nancy B Jefferson Alternative HS,HS,60,44,016,1100 S HAMILTON AVE,Chicago,Illinois,60612
27,610250,30101,SALAZAR,Ruben Salazar Elementary Bilingual Center,ES,40,26,06A,160 W WENDELL ST,Chicago,Illinois,60610
27,610308,30121,RUDOLPH,Wilma Rudolph Elementary Learning Center,ES,48,19,06A,1628 W WASHINGTON BLVD,Chicago,Illinois,60612
27,610561,46641,CRANE MEDICAL HS,Richard T Crane Medical Preparatory HS,HS,52,41,015,2245 W JACKSON BLVD,Chicago,Illinois,60612
27,609755,47101,YOUNG HS,Whitney M Young Magnet High School,HS,194,147,06B,211 S LAFLIN ST,Chicago,Illinois,60607
27,610304,55011,PHOENIX MILITARY HS,Phoenix Military Academy High School,HS,59,36,06A,145 S CAMPBELL AVE,Chicago,Illinois,60612
27,400043,63031,HOPE LEARNING ACADEMY,Hope Institute Learning Academy,ES,5,0,,1628 W WASHINGTON,Chicago,Illinois,60612
27,400056,66144,NOBLE - ROWE CLARK HS,Noble - Rowe-Clark Math and Science Academy,HS,0,0,,3645 W CHICAGO AVE,Chicago,Illinois,60651
27,400053,66145,NOBLE - GOLDER HS,Noble - Golder College Prep,HS,0,0,,1454 W SUPERIOR ST,Chicago,Illinois,60642
27,400048,66561,LEARN - EXCEL,L.E.A.R.N. - Excel Campus,ES,0,0,,3021 W CARROLL AVE,Chicago,Illinois,60612
27,400047,66562,LEARN - CAMPBELL,L.E.A.R.N. - Charles and Dorothy Campbell Campus,ES,0,0,,212 S FRANCISCO AVE,Chicago,Illinois,60612
27,400151,66566,LEARN - 7,L.E.A.R.N. Charter School - 7th Campus,ES,0,0,,3021 W CARROLL AVE,Chicago,Illinois,60612
27,400165,66567,LEARN - MIDDLE,L.E.A.R.N. - Middle School Campus,ES,0,0,,3021 W CARROLL AVE,Chicago,Illinois,60612
27,400097,66572,NOBLE - BULLS HS,Noble - Chicago Bulls College Prep,HS,0,0,,2040 W ADAMS ST,Chicago,Illinois,60612
27,400170,66578,NOBLE - ACADEMY HS,Noble - The Noble Academy,HS,0,0,,1443 N OGDEN AVE,Chicago,Illinois,60610
27,400143,66627,YCCS - WEST TOWN,YCCS-West Town Acad Alternative HS,HS,1,0,,500 N SACRAMENTO BLVD,Chicago,Illinois,60612
27,400069,67081,POLARIS,Polaris Charter Academy,ES,0,0,,620 N SAWYER AVE,Chicago,Illinois,60624
27,609680,70020,PAYTON HS,Walter Payton College Preparatory High School,HS,118,90,06A,1034 N WELLS ST,Chicago,Illinois,60610
28,400091,63091,CHICAGO TECH HS,Chicago Technology Academy High School,HS,3,0,,1301 W 14TH ST,Chicago,Illinois,60608
28,609851,22671,CHALMERS,Thomas Chalmers Specialty Elementary School,ES,41,31,AUSL-W,2745 W ROOSEVELT RD,Chicago,Illinois,60608
28,610548,22711,STEM,STEM Magnet Academy,ES,42,32,06B,1522 W FILLMORE ST,Chicago,Illinois,60607
28,609925,23251,KELLMAN,Joseph Kellman Corporate Community ES,ES,36,23,05B,3030 W ARTHINGTON ST,Chicago,Illinois,60612
28,609985,23711,HEFFERAN,Helen M Hefferan Elementary School,ES,41,28,05B,4409 W WILCOX ST,Chicago,Illinois,60624
28,610055,24371,FARADAY,Michael Faraday Elementary School,ES,38,24,05A,3250 W MONROE ST,Chicago,Illinois,60624
28,610121,24881,IRVING,Washington Irving Elementary School,ES,49,28,06B,749 S OAKLEY BLVD,Chicago,Illinois,60612
28,610131,24981,PLAMONDON,Ambrose Plamondon Elementary School,ES,26,18,05B,2642 W 15TH PL,Chicago,Illinois,60608
28,610180,25411,SMYTH,John M Smyth Elementary School,ES,61,38,06B,1059 W 13TH ST,Chicago,Illinois,60608
28,610183,25441,SPENCER,Spencer Technology Academy,ES,59,43,03B,214 N LAVERGNE AVE,Chicago,Illinois,60644
28,610202,25621,TILTON,George W Tilton Elementary School,ES,39,28,05B,223 N KEELER AVE,Chicago,Illinois,60624
28,610293,26351,MELODY,Genevieve Melody Elementary School,ES,52,35,05B,3937 W WILCOX ST,Chicago,Illinois,60624
28,610597,26931,VIRTUAL ACADEMY HS,The Virtual Academy High School,HS,100,55,0,1326 W 14TH,Chicago,Illinois,60608
28,610596,26931,VIRTUAL ACADEMY ES,The Virtual Academy Elementary School,ES,100,55,0,1326 W 14TH,Chicago,Illinois,60608
28,609907,29051,ERICSON,Leif Ericson Elementary Scholastic Academy,ES,49,38,05B,3600 W 5TH AVE,Chicago,Illinois,60624
28,610271,29341,JENSEN,Jensen Elementary Scholastic Academy,ES,42,31,05B,3030 W HARRISON ST,Chicago,Illinois,60612
28,610334,46471,RABY HS,Al Raby High School,HS,54,37,015,3545 W FULTON BLVD,Chicago,Illinois,60624
28,609723,47041,MARSHALL HS,John Marshall Metropolitan High School,HS,42,28,015,3250 W ADAMS ST,Chicago,Illinois,60624
28,609750,49051,SIMPSON HS,Simpson Academy HS for Young Women,HS,22,14,015,1321 S PAULINA ST,Chicago,Illinois,60608
28,609693,53071,WESTINGHOUSE HS,George Westinghouse College Prep,HS,130,95,015,3223 W FRANKLIN BLVD,Chicago,Illinois,60624
28,609722,53111,MANLEY HS,Manley Career Academy High School,HS,34,18,015,2935 W POLK ST,Chicago,Illinois,60612
28,610571,65015,OMBUDSMAN - WEST HS,Ombudsman Chicago- West,HS,0,0,,2401 W CONGRESS PKWY,Chicago,Illinois,60612
28,400123,66106,YCCS - SCHOLASTIC ACHIEVEMENT,YCCS- Academy of Scholastic Achievement HS,HS,0,0,,4651 W MADISON ST,Chicago,Illinois,60644
28,400057,66147,NOBLE - UIC HS,Noble - UIC College Prep,HS,0,0,,1231 S DAMEN AVE,Chicago,Illinois,60608
28,400011,66151,LOCKE A,Alain Locke Charter School,ES,3,0,,3141 W JACKSON BLVD,Chicago,Illinois,60612
28,400119,66641,LEGAL PREP HS,Legal Prep Charter Academy,HS,0,0,,4319 W WASHINGTON BLVD,Chicago,Illinois,60624
29,609795,22191,CLARK ES,George Rogers Clark Elementary School,ES,30,21,03B,1045 S MONITOR AVE,Chicago,Illinois,60644
29,609818,22401,BURBANK,Luther Burbank Elementary School,ES,98,68,03A,2035 N MOBILE AVE,Chicago,Illinois,60639
29,609830,22491,BRUNSON,Milton Brunson Math & Science Specialty ES,ES,56,31,03B,932 N CENTRAL AVE,Chicago,Illinois,60651
29,609904,23101,ELLINGTON,Edward K Ellington Elementary School,ES,65,41,03B,243 N PARKSIDE AVE,Chicago,Illinois,60644
29,610043,24241,LOVETT,Joseph Lovett Elementary School,ES,41,27,03B,6333 W BLOOMINGDALE AVE,Chicago,Illinois,60639
29,610235,25921,YOUNG ES,Ella Flagg Young Elementary School,ES,60,47,03B,1434 N PARKSIDE AVE,Chicago,Illinois,60651
29,610305,26391,LELAND,George Leland Elementary School,ES,59,35,03B,512 S LAVERGNE AVE,Chicago,Illinois,60644
29,610367,26631,DEPRIEST,Oscar DePriest Elementary School,ES,73,48,03B,139 S PARKSIDE AVE,Chicago,Illinois,60644
29,610158,29271,SAYRE,Harriet E Sayre Elementary Language Academy,ES,66,43,03B,1850 N NEWLAND AVE,Chicago,Illinois,60707
29,610244,41051,CLARK HS,Michele Clark Academic Prep Magnet High School,HS,82,50,015,5101 W HARRISON ST,Chicago,Illinois,60644
29,610245,41061,DOUGLASS HS,Frederick A Douglass Academy High School,HS,24,11,015,543 N WALLER AVE,Chicago,Illinois,60644
29,400068,63021,PLATO,Plato Learning Academy,ES,3,0,,5545 W HARRISON ST,Chicago,Illinois,60644
29,400120,66133,ACERO - CLEMENTE,Acero Charter Schools - Roberto Clemente,ES,0,39,CTUA1,2050 N NATCHEZ AVE,Chicago,Illinois,60707
29,400021,66432,CATALYST - CIRCLE ROCK,Catalyst Elementary Charter School - Circle Rock,ES,0,0,,5608 W WASHINGTON BLVD,Chicago,Illinois,60644
30,610541,22341,LORCA,Federico Garcia Lorca Elementary School,ES,73,58,04C,3231 N SPRINGFIELD AVE,Chicago,Illinois,60618
30,610539,22691,CAMRAS,Marvin Camras Elementary School,ES,88,73,03A,3000 N MANGO AVE,Chicago,Illinois,60634
30,609949,23401,GRAY,William P Gray Elementary School,ES,96,80,01B,3730 N LARAMIE AVE,Chicago,Illinois,60641
30,610046,24281,LYON,Mary Lyon Elementary School,ES,98,85,03A,2941 N MCVICKER AVE,Chicago,Illinois,60634
30,610144,25101,REILLY,Frank W Reilly Elementary School,ES,72,57,04C,3650 W SCHOOL ST,Chicago,Illinois,60618
30,610145,25111,REINBERG,Peter A Reinberg Elementary School,ES,100,73,01B,3425 N MAJOR AVE,Chicago,Illinois,60634
30,610159,25241,SCAMMON,Jonathan Y Scammon Elementary School,ES,64,48,01B,4201 W HENDERSON ST,Chicago,Illinois,60641
30,610515,26921,DISNEY II ES,Disney II Magnet School,ES,126,93,014,3815 N KEDVALE AVE,Chicago,Illinois,60641
30,610248,45211,CHICAGO ACADEMY ES,Chicago Academy Elementary School,ES,62,46,AUSL-W,3400 N AUSTIN AVE,Chicago,Illinois,60634
30,609729,46281,SCHURZ HS,Carl Schurz High School,HS,176,119,014,3601 N MILWAUKEE AVE,Chicago,Illinois,60641
30,609732,46291,STEINMETZ HS,Charles P Steinmetz College Preparatory HS,HS,128,92,014,3030 N MOBILE AVE,Chicago,Illinois,60634
30,610340,46481,CHICAGO ACADEMY HS,Chicago Academy High School,HS,60,51,AUSL-W,3400 N AUSTIN AVE,Chicago,Illinois,60634
30,400162,66691,INTRINSIC HS,Intrinsic Charter School,HS,6,0,,4540 W BELMONT AVE,Chicago,Illinois,60641
31,609789,22141,BARRY,John Barry Elementary School,ES,56,44,04A,2828 N KILBOURN AVE,Chicago,Illinois,60641
31,609910,23151,FALCONER,Laughlin Falconer Elementary School,ES,102,80,03A,3020 N LAMON AVE,Chicago,Illinois,60641
31,610165,25291,SCHUBERT,Franz Peter Schubert Elementary School,ES,64,51,03A,2727 N LONG AVE,Chicago,Illinois,60639
31,609708,46131,FOREMAN HS,Edwin G. Foreman College and Career Academy,HS,90,56,014,3235 N LECLAIRE AVE,Chicago,Illinois,60641
31,609716,46191,KELVYN PARK HS,Kelvyn Park High School,HS,77,50,014,4343 W WRIGHTWOOD AVE,Chicago,Illinois,60639
31,400125,66108,YCCS - ASPIRA PANTOJA,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",HS,0,13,CTUA2,3121 N PULASKI RD,Chicago,Illinois,60641
31,400013,66254,ASPIRA - EARLY COLLEGE HS,ASPIRA Charter School - Early College High School,HS,2,28,CTUA2,3986 W BARRY AVE,Chicago,Illinois,60618
32,609782,22091,AUDUBON,John J Audubon Elementary School,ES,68,43,04A,3500 N HOYNE AVE,Chicago,Illinois,60618
32,609820,22421,BURLEY,Augustus H Burley Elementary School,ES,46,41,04C,1630 W BARRY AVE,Chicago,Illinois,60657
32,609828,22471,BURR,Jonathan Burr Elementary School,ES,42,33,06A,1621 W WABANSIA AVE,Chicago,Illinois,60622
32,609896,23021,DRUMMOND,Thomas Drummond Elementary School,ES,44,31,06A,1845 W CORTLAND ST,Chicago,Illinois,60622
32,610010,23921,JAHN,Friedrich L. Jahn Elementary of the Fine Arts,ES,51,36,04C,3149 N WOLCOTT AVE,Chicago,Illinois,60657
32,610136,25021,PRESCOTT,William H Prescott Elementary School,ES,50,36,04C,1632 W WRIGHTWOOD AVE,Chicago,Illinois,60614
32,610138,31211,PULASKI,Pulaski International School of Chicago,ES,83,63,06A,2230 W MCLEAN AVE,Chicago,Illinois,60647
32,400025,66071,CICS - BUCKTOWN,CICS - Bucktown,ES,0,0,,2235 N HAMILTON AVE,Chicago,Illinois,60647
32,610524,70241,ALCOTT HS,Louisa May Alcott College Preparatory HS,HS,50,34,015,2957 N HOYNE AVE,Chicago,Illinois,60618
33,609792,22171,BATEMAN,Newton Bateman Elementary School,ES,97,68,01C,4220 N RICHMOND ST,Chicago,Illinois,60618
33,609857,22741,CLEVELAND,Grover Cleveland Elementary School,ES,72,54,01C,3121 W BYRON ST,Chicago,Illinois,60618
33,609972,23591,HAUGAN,Helge A Haugan Elementary School,ES,104,79,01C,4540 N HAMLIN AVE,Chicago,Illinois,60625
33,609988,23731,HENRY,Patrick Henry Elementary School,ES,60,45,01C,4250 N SAINT LOUIS AVE,Chicago,Illinois,60618
33,609994,23801,HIBBARD,William G Hibbard Elementary School,ES,83,75,01C,3244 W AINSLIE ST,Chicago,Illinois,60625
33,610039,24201,VON LINNE,Carl von Linne Elementary School,ES,63,50,04C,3221 N SACRAMENTO AVE,Chicago,Illinois,60618
33,610354,26841,NORTH RIVER,North River Elementary School,ES,36,24,01C,4416 N TROY ST,Chicago,Illinois,60625
33,609794,29011,EDISON,Thomas A Edison Regional Gifted Center ES,ES,23,17,01C,4929 N SAWYER AVE,Chicago,Illinois,60625
33,610212,32011,ALBANY PARK,Albany Park Multicultural Academy,MS,26,21,01C,4929 N SAWYER AVE,Chicago,Illinois,60625
33,609728,46271,ROOSEVELT HS,Theodore Roosevelt High School,HS,120,88,014,3436 W WILSON AVE,Chicago,Illinois,60625
33,610568,65016,PATHWAYS - AVONDALE HS,Pathways in Education- Avondale,HS,0,0,,3100 W BELMONT AVE,Chicago,Illinois,60618
33,400027,66074,CICS - IRVING PARK,CICS - Irving Park,ES,0,0,,3820 N SPAULDING AVE,Chicago,Illinois,60618
33,400017,66351,ASPIRA - HAUGAN,ASPIRA Charter School - Haugan Middle School,MS,5,13,CTUA2,3729 W LELAND AVE,Chicago,Illinois,60625
34,610009,29141,GALILEO,Galileo Math & Science Scholastic Academy ES,ES,58,41,06B,820 S CARPENTER ST,Chicago,Illinois,60607
34,610060,29171,Chicago World Language Academy,Chicago World Language Academy,ES,44,37,06B,1340 W HARRISON ST,Chicago,Illinois,60607
34,400098,66573,NOBLE - MUCHIN HS,Noble - Muchin College Prep,HS,0,0,,1 N STATE ST,Chicago,Illinois,60602
34,400133,66617,YCCS - INNOVATIONS,YCCS- Innovations HS of Arts Integration,HS,2,0,,17 N STATE ST,Chicago,Illinois,60602
35,609875,22881,DARWIN,Charles R Darwin Elementary School,ES,68,44,04A,3116 W BELDEN AVE,Chicago,Illinois,60647
35,610074,24531,MONROE,James Monroe Elementary School,ES,81,61,04A,3651 W SCHUBERT AVE,Chicago,Illinois,60647
35,610088,24611,MOZART,Wolfgang A Mozart Elementary School,ES,72,47,04A,2200 N HAMLIN AVE,Chicago,Illinois,60647
35,610089,24621,MURPHY,John B Murphy Elementary School,ES,63,46,01C,3539 W GRACE ST,Chicago,Illinois,60618
35,610097,24681,NIXON,William P Nixon Elementary School,ES,65,54,04A,2121 N KEELER AVE,Chicago,Illinois,60639
35,610325,41091,AVONDALE-LOGANDALE,Avondale-Logandale Elementary School,ES,64,49,04C,3212 W GEORGE ST,Chicago,Illinois,60618
35,400172,66255,ASPIRA - BUSINESS & FINANCE HS,ASPIRA Business and Finance,HS,3,49,CTUA2,2989 N MILWAUKEE AVE,Chicago,Illinois,60618
35,400082,66393,ACERO - FUENTES,Acero Charter Schools - Carlos Fuentes,ES,0,38,CTUA1,2845 W BARRY AVE,Chicago,Illinois,60618
36,609835,22531,CAMERON,Daniel R Cameron Elementary School,ES,76,58,05A,1234 N MONTICELLO AVE,Chicago,Illinois,60651
36,610533,22581,PRIETO,Dr Jorge Prieto Math and Science,ES,90,70,03A,2231 N CENTRAL AVE,Chicago,Illinois,60639
36,609854,22721,CHOPIN,Frederic Chopin Elementary School,ES,60,33,05A,2450 W RICE ST,Chicago,Illinois,60622
36,610041,24231,LOCKE J,Josephine C Locke Elementary School,ES,121,90,03A,2828 N OAK PARK AVE,Chicago,Illinois,60634
36,610068,24461,HANSON PARK,Hanson Park Elementary School,ES,170,109,03A,5411 W FULLERTON AVE,Chicago,Illinois,60639
36,610073,24511,MITCHELL,Ellen Mitchell Elementary School,ES,42,32,05A,2233 W OHIO ST,Chicago,Illinois,60612
36,610098,24691,NOBEL,Alfred Nobel Elementary School,ES,70,53,05A,4127 W HIRSCH ST,Chicago,Illinois,60651
36,610100,24721,WEST PARK,West Park Elementary Academy,ES,62,42,05A,1425 N TRIPP AVE,Chicago,Illinois,60651
36,610197,25581,TALCOTT,Mancel Talcott Elementary School,ES,63,44,06A,1840 W OHIO ST,Chicago,Illinois,60622
36,609922,26771,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,65,45,03A,5252 W PALMER ST,Chicago,Illinois,60639
36,610051,41121,NORTHWEST,Northwest Middle School,MS,60,37,03A,5252 W PALMER ST,Chicago,Illinois,60639
36,609679,53041,PROSSER HS,Charles Allen Prosser Career Academy High School,HS,129,105,015,2148 N LONG AVE,Chicago,Illinois,60639
36,400030,66221,CICS - WEST BELDEN,CICS - West Belden,ES,0,0,,2245 N MCVICKER AVE,Chicago,Illinois,60639
36,400114,66601,ACERO - SANTIAGO,Acero Charter Schools - Esmeralda Santiago,ES,0,24,CTUA1,2510 W CORTEZ ST,Chicago,Illinois,60622
36,400159,66661,CHRISTOPHER HOUSE,Christopher House Charter School,ES,0,0,,5235 W BELDEN AVE,Chicago,Illinois,60639
37,400146,66031,KIPP - ACADEMY,KIPP Academy Chicago Campus,ES,4,0,,4818 W OHIO ST,Chicago,Illinois,60644
37,610000,23851,HOWE,Julia Ward Howe Elementary School of Excellence,ES,52,32,AUSL-W,720 N LOREL AVE,Chicago,Illinois,60644
37,610036,24151,LEWIS,Leslie Lewis Elementary School,ES,52,41,AUSL-W,1431 N LEAMINGTON AVE,Chicago,Illinois,60651
37,610092,24641,NASH,Henry H Nash Elementary School,ES,40,27,03B,4837 W ERIE ST,Chicago,Illinois,60644
37,610106,24781,PICCOLO,Brian Piccolo Elementary Specialty School,ES,73,51,AUSL-W,1040 N KEELER AVE,Chicago,Illinois,60651
37,610282,26301,MCNAIR,Ronald E McNair Elementary School,ES,77,38,AUSL-W,4820 W WALTON ST,Chicago,Illinois,60651
37,610389,28151,ORR HS,Orr Academy High School,HS,48,24,AUSL-W,730 N PULASKI RD,Chicago,Illinois,60624
37,609975,31111,HAY,John Hay Elementary Community Academy,ES,43,28,03B,1018 N LARAMIE AVE,Chicago,Illinois,60651
37,610518,46621,AUSTIN CCA HS,Austin College and Career Academy High School,HS,38,26,015,231 N PINE AVE,Chicago,Illinois,60644
37,400180,66032,KIPP - ONE,KIPP One Academy,ES,0,0,,730 N PULASKI,Chicago,Illinois,60624
37,400169,66149,NOBLE - ITW SPEER HS,Noble - ITW David Speer Academy,HS,0,0,,5321 W GRAND AVE,Chicago,Illinois,60639
37,400127,66611,YCCS - AUSTIN CAREER,YCCS-Austin Career Education Center HS,HS,0,0,,5352 W CHICAGO AVE,Chicago,Illinois,60651
37,400144,66628,YCCS - WEST,YCCS-West HS,HS,0,0,,4909 W DIVISION ST,Chicago,Illinois,60651
37,400178,66911,MOVING EVEREST,Moving Everest Charter School,ES,0,0,,416 N LARAMIE AVE,Chicago,Illinois,60644
38,609810,22321,BRIDGE,Norman A Bridge Elementary School,ES,92,75,01A,3800 N NEW ENGLAND AVE,Chicago,Illinois,60634
38,609836,22541,CANTY,Arthur E Canty Elementary School,ES,85,67,01A,3740 N PANAMA AVE,Chicago,Illinois,60634
38,609884,22941,DEVER,William E Dever Elementary School,ES,78,57,01A,3436 N OSCEOLA AVE,Chicago,Illinois,60634
38,610135,25011,PORTAGE PARK,Portage Park Elementary School,ES,99,62,01B,5330 W BERTEAU AVE,Chicago,Illinois,60641
38,610179,25401,SMYSER,Washington D Smyser Elementary School,ES,79,58,01A,4310 N MELVINA AVE,Chicago,Illinois,60634
38,610201,29301,THORP O,Ole A Thorp Elementary Scholastic Academy,ES,92,60,01A,6024 W WARWICK AVE,Chicago,Illinois,60634
38,610390,45221,RICKOVER MILITARY HS,Hyman G Rickover Naval Academy High School,HS,55,33,02A,5700 W BERTEAU AVE,Chicago,Illinois,60634
39,609798,22221,BELDING,Hiram H Belding Elementary School,ES,56,43,01B,4257 N TRIPP AVE,Chicago,Illinois,60641
39,610111,24821,PALMER,John Palmer Elementary School,ES,82,54,01B,5051 N KENNETH AVE,Chicago,Illinois,60630
39,610127,24941,PETERSON,Mary Gage Peterson Elementary School,ES,89,70,01C,5510 N CHRISTIANA AVE,Chicago,Illinois,60625
39,610155,25211,SAUGANASH,Sauganash Elementary School,ES,53,42,01B,6040 N KILPATRICK AVE,Chicago,Illinois,60646
39,610182,25431,SOLOMON,Hannah G Solomon Elementary School,ES,53,35,01C,6206 N HAMLIN AVE,Chicago,Illinois,60659
39,610209,25681,VOLTA,Alessandro Volta Elementary School,ES,86,59,01C,4950 N AVERS AVE,Chicago,Illinois,60625
39,609749,46061,NORTHSIDE PREP HS,Northside College Preparatory High School,HS,106,77,01C,5501 N KEDZIE AVE,Chicago,Illinois,60625
39,609737,47081,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,HS,148,122,014,5039 N KIMBALL AVE,Chicago,Illinois,60625
39,609744,49021,NORTHSIDE LEARNING HS,Northside Learning Center High School,HS,128,51,014,3730 W BRYN MAWR AVE,Chicago,Illinois,60659
39,400034,66241,CICS - NORTHTOWN HS,CICS - Northtown,HS,0,90,CTUA2,3900 W PETERSON AVE,Chicago,Illinois,60659
40,609817,22391,BUDLONG,Lyman A Budlong Elementary School,ES,82,58,02B,2701 W FOSTER AVE,Chicago,Illinois,60625
40,609852,22681,CHAPPELL,Eliza Chappell Elementary School,ES,70,42,02B,2135 W FOSTER AVE,Chicago,Illinois,60625
40,609695,46031,AMUNDSEN HS,Roald Amundsen High School,HS,151,114,02B,5110 N DAMEN AVE,Chicago,Illinois,60625
40,609724,46241,MATHER HS,Stephen T Mather High School,HS,166,132,014,5835 N LINCOLN AVE,Chicago,Illinois,60659
40,400060,66191,AHS - PASSAGES,Asian Human Services - Passages Charter School,ES,0,48,CTUA2,1643 W BRYN MAWR AVE,Chicago,Illinois,60660
41,609874,22871,DIRKSEN,Everett McKinley Dirksen Elementary School,ES,97,69,01A,8601 W FOSTER AVE,Chicago,Illinois,60656
41,609899,23051,EBINGER,Christian Ebinger Elementary School,ES,78,58,01A,7350 W PRATT AVE,Chicago,Illinois,60631
41,609937,23301,GARVY,John W Garvy Elementary School,ES,60,54,01A,5225 N OAK PARK AVE,Chicago,Illinois,60656
41,610099,24711,NORWOOD PARK,Norwood Park Elementary School,ES,40,30,01A,5900 N NINA AVE,Chicago,Illinois,60631
41,610104,24761,ONAHAN,William J Onahan Elementary School,ES,62,47,01A,6634 W RAVEN ST,Chicago,Illinois,60631
41,610105,24771,ORIOLE PARK,Oriole Park Elementary School,ES,60,48,01A,5424 N OKETO AVE,Chicago,Illinois,60656
41,610523,28081,EDISON PARK,Edison Park Elementary School,ES,64,41,01A,6220 N OLCOTT AVE,Chicago,Illinois,60631
41,610083,30051,BEARD,Daniel C Beard Elementary School,ES,106,55,01A,6445 W STRONG ST,Chicago,Illinois,60656
41,610163,30081,STOCK,Frederick Stock Elementary School,ES,45,30,01A,7507 W BIRCHWOOD AVE,Chicago,Illinois,60631
41,609734,46311,TAFT HS,William Howard Taft High School,HS,367,284,014,6530 W BRYN MAWR AVE,Chicago,Illinois,60631
41,610569,65013,OMBUDSMAN - NORTHWEST HS,Ombudsman Chicago- Northwest,HS,0,0,,7500 N HARLEM AVE,Chicago,Illinois,60631
43,609774,22041,ALCOTT ES,Louisa May Alcott College Preparatory ES,ES,75,61,04B,2625 N ORCHARD ST,Chicago,Illinois,60614
43,610038,24191,LINCOLN,Abraham Lincoln Elementary School,ES,64,56,04B,615 W KEMPER PL,Chicago,Illinois,60614
43,610059,24401,MAYER,Oscar Mayer Magnet School,ES,72,62,04B,2250 N CLIFTON AVE,Chicago,Illinois,60614
43,610033,29161,LASALLE,LaSalle Elementary Language Academy,ES,55,44,04B,1734 N ORLEANS ST,Chicago,Illinois,60614
43,610095,29231,NEWBERRY,Walter L Newberry Math & Science Academy ES,ES,54,36,04B,700 W WILLOW ST,Chicago,Illinois,60614
43,609738,46321,LINCOLN PARK HS,Lincoln Park High School,HS,194,153,04B,2001 N ORCHARD ST,Chicago,Illinois,60614
44,609773,22031,TUBMAN,Harriet Tubman Elementary School,ES,54,43,04C,2851 N SEMINARY AVE,Chicago,Illinois,60657
44,610094,24661,NETTELHORST,Louis Nettelhorst Elementary School,ES,72,57,04B,3252 N BROADWAY ST,Chicago,Illinois,60657
44,609974,29131,HAWTHORNE,Hawthorne Elementary Scholastic Academy,ES,56,43,04B,3319 N CLIFTON AVE,Chicago,Illinois,60657
44,610078,29191,INTER-AMERICAN,Inter-American Elementary Magnet School,ES,72,51,04B,851 W WAVELAND AVE,Chicago,Illinois,60613
45,609796,22201,BEAUBIEN,Jean Baptiste Beaubien Elementary School,ES,95,64,01B,5025 N LARAMIE AVE,Chicago,Illinois,60630
45,609901,23071,EDGEBROOK,Edgebrook Elementary School,ES,46,31,01B,6525 N HIAWATHA AVE,Chicago,Illinois,60646
45,609912,23161,FARNSWORTH,James B Farnsworth Elementary School,ES,78,47,01B,5414 N LINDER AVE,Chicago,Illinois,60630
45,609995,23811,HITCH,Rufus M Hitch Elementary School,ES,54,40,01B,5625 N MCVICKER AVE,Chicago,Illinois,60646
45,610137,25031,PRUSSING,Ernst Prussing Elementary School,ES,63,50,01B,4650 N MENARD AVE,Chicago,Illinois,60630
45,610230,25881,WILDWOOD,Wildwood IB World Magnet School,ES,58,37,01A,6950 N HIAWATHA AVE,Chicago,Illinois,60646
45,610564,26921,DISNEY II HS,Disney II Magnet High School,HS,126,93,014,3900 N LAWNDALE AVE,Chicago,Illinois,60618
45,609766,49081,VAUGHN HS,Jacqueline B Vaughn Occupational High School,HS,94,40,014,4355 N LINDER AVE,Chicago,Illinois,60641
46,609803,22261,BLAINE,James G Blaine Elementary School,ES,76,55,04C,1420 W GRACE ST,Chicago,Illinois,60613
46,609850,22661,GREELEY,Horace Greeley Elementary School,ES,52,41,04B,832 W SHERIDAN RD,Chicago,Illinois,60613
46,610242,25991,BRENNEMANN,Joseph Brennemann Elementary School,ES,70,41,02B,4251 N CLARENDON AVE,Chicago,Illinois,60613
46,610269,26201,MCCUTCHEON,John T McCutcheon Elementary School,ES,70,39,02B,4865 N SHERIDAN RD,Chicago,Illinois,60640
